"Matrix","P&GmatID","Organism","Population","Trait1","Trait2","Pcorr","Gcorr","AbsDiff"
NA,"Goo2003.206.csv","Campanula.rapunculoides",NA,"flower.number","pollen.number",0.08,-0.62,0.7
NA,"Goo2003.206.csv","Campanula.rapunculoides",NA,"flower.number","pollen.size",0.16,-1,1.16
NA,"Goo2003.206.csv","Campanula.rapunculoides",NA,"flowers.per.inflorescence","pollen.number",0.15,-0.45,0.6
NA,"Goo2003.206.csv","Campanula.rapunculoides",NA,"flowers.per.inflorescence","pollen.size",0.13,0.92,0.79
NA,"Goo2003.206.csv","Campanula.rapunculoides",NA,"pollen.number","pollen.size",-0.15,-1,0.85
NA,"Gri1997.211.csv","Harmonia.axyridis",NA,"size","orange.reflectance",0.11,0.14,0.03
NA,"Gri1997.211.csv","Harmonia.axyridis",NA,"size","red.reflectance",0.121,0.091,0.03
NA,"Gri1997.211.csv","Harmonia.axyridis",NA,"orange.reflectance","red.reflectance",0.986,0.983,0.003
NA,"Gri1997.213.csv","Harmonia.axyridis",NA,"size","orange.reflectance",-0.038,0.509,0.547
NA,"Gri1997.213.csv","Harmonia.axyridis",NA,"size","red.reflectance",-0.034,0.777,0.811
NA,"Gri1997.213.csv","Harmonia.axyridis",NA,"orange.reflectance","red.reflectance",0.996,1.187,0.191
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Tarsus","Head",0.396181035612098,0.59,0.193818964387902
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Tarsus","Cap",0.125732762089936,-0.17,0.295732762089936
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Tarsus","Back",-0.0428303822283349,-0.68,0.637169617771665
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Tarsus","Wing",0.0782135110346323,0.44,0.361786488965368
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Tarsus","Chest",0.0321227866712512,0.21,0.177877213328749
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Head","Cap",0.17428408038012,-0.4,0.57428408038012
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Head","Back",0.0408163265306122,-0.44,0.480816326530612
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Head","Wing",0.021295885499998,-0.07,0.091295885499998
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Head","Chest",0.0612244897959184,0.32,0.258775510204082
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Cap","Back",0.250533365546422,0.28,0.029466634453578
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Cap","Wing",0.420563176006792,1.2,0.779436823993208
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Cap","Chest",-0.021785510047515,0.12,0.141785510047515
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Back","Wing",0.223606797749979,0.09,0.133606797749979
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Back","Chest",0.13265306122449,0.4,0.26734693877551
NA,"Had2007.1.csv","Parus.caeruleus",NA,"Wing","Chest",0.063887656499994,0.72,0.656112343500006
NA,"Har2001.478.csv","Macadamia.integrifolia",NA,"nut.mass","kernal.mass",0.68,0.79,0.11
NA,"Har2001.478.csv","Macadamia.integrifolia",NA,"nut.mass","kernal.recovery",0.02,-0.17,0.19
NA,"Har2001.478.csv","Macadamia.integrifolia",NA,"nut.mass","percentage.1st.grade.kernal",0.22,0.4,0.18
NA,"Har2001.478.csv","Macadamia.integrifolia",NA,"nut.mass","percentage.whole.kernals",0.08,0.03,0.05
NA,"Har2001.478.csv","Macadamia.integrifolia",NA,"kernal.mass","kernal.recovery",0.49,0.48,0.01
NA,"Har2001.478.csv","Macadamia.integrifolia",NA,"kernal.mass","percentage.1st.grade.kernal",0.25,0.41,0.16
NA,"Har2001.478.csv","Macadamia.integrifolia",NA,"kernal.mass","percentage.whole.kernals",0.13,0.08,0.05
NA,"Har2001.478.csv","Macadamia.integrifolia",NA,"kernal.recovery","percentage.1st.grade.kernal",0.09,0.13,0.04
NA,"Har2001.478.csv","Macadamia.integrifolia",NA,"kernal.recovery","percentage.whole.kernals",0.17,0.14,0.03
NA,"Har2001.478.csv","Macadamia.integrifolia",NA,"percentage.1st.grade.kernal","percentage.whole.kernals",0.04,0.01,0.03
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.Z.5.9.C25.2","Z.9.C25.1",0.760263547055395,0.776583172931119,0.016319625875724
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.Z.5.9.C25.2","Z.9.C26.1",0.84619723831539,0.781074948291151,0.065122290024239
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.Z.5.9.C25.2","X2.ME.C26",0.600695951476679,0.455602971821444,0.145092979655235
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.Z.5.9.C25.2","Z.Z.5.9.C27.2",0.736879689812412,0.767064907353055,0.030185217540643
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.Z.5.9.C25.2","X2.ME.C28",0.737092489304274,0.36426318502783,0.372829304276444
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.Z.5.9.C25.2","Z.Z.5.9.C29.2",0.581274897266162,0.933477249053397,0.352202351787235
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.Z.5.9.C25.2","X2.ME.C30",0.708746241579455,0.329302292872512,0.379443948706943
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.9.C25.1","Z.9.C26.1",0.765483728145744,0.799469757098036,0.0339860289522921
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.9.C25.1","X2.ME.C26",0.453150424104438,0.357218272886263,0.095932151218175
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.9.C25.1","Z.Z.5.9.C27.2",0.622940798583913,0.591071920985905,0.031868877598008
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.9.C25.1","X2.ME.C28",0.632744568668274,0.511465721824101,0.121278846844173
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.9.C25.1","Z.Z.5.9.C29.2",0.501922943704363,0.390108388294624,0.111814555409739
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.9.C25.1","X2.ME.C30",0.624519424637612,0.669103049770345,0.044583625132733
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.9.C26.1","X2.ME.C26",0.58914309805106,0.479141100259102,0.110001997791958
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.9.C26.1","Z.Z.5.9.C27.2",0.836703730074887,0.81524241624507,0.021461313829817
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.9.C26.1","X2.ME.C28",0.791932328228024,0.484006436498481,0.307925891729543
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.9.C26.1","Z.Z.5.9.C29.2",0.601620688564363,1.13310222838418,0.531481539819817
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.9.C26.1","X2.ME.C30",0.78468330093435,0.383367482469991,0.401315818464359
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"X2.ME.C26","Z.Z.5.9.C27.2",0.580666563992357,0.499122034787684,0.081544529204673
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"X2.ME.C26","X2.ME.C28",0.834277637103589,0.998769124405419,0.16449148730183
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"X2.ME.C26","Z.Z.5.9.C29.2",0.522730113474341,1.32657932002696,0.803849206552619
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"X2.ME.C26","X2.ME.C30",0.643723958579994,1.00110596590534,0.357382007325346
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.Z.5.9.C27.2","X2.ME.C28",0.726603992025681,0.422253484185937,0.304350507839744
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.Z.5.9.C27.2","Z.Z.5.9.C29.2",0.670194150160609,0.995323169165797,0.325129019005188
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.Z.5.9.C27.2","X2.ME.C30",0.709751369814282,0.321786787521192,0.38796458229309
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"X2.ME.C28","Z.Z.5.9.C29.2",0.635800743408526,1.23174184593515,0.595941102526624
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"X2.ME.C28","X2.ME.C30",0.945281481143019,1.01267952114832,0.0673980400053009
NA,"Hin2006.221.csv","Drosophila.serrata",NA,"Z.Z.5.9.C29.2","X2.ME.C30",0.616091738751811,0.942688717815399,0.326596979063588
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionl1md",0.23,0.320999999,0.090999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionl2ll",0.53,0.892,0.362
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionl2md",0.399,0.862,0.463
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionP3l",0.254,0.803999998,0.549999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionP3w",0.226,0.437,0.211
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionP4l",0.111,0.168000001,0.057000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionP4w",0.252,0.421000001,0.169000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionM1l",0.175,0.461000001,0.286000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionM1mw",-0.085,0.016999999,0.101999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionM1dw",-0.162,-0.246,0.084
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionM2l",0.222,0.33,0.108
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionM2mw",-0.133,-0.192000001,0.059000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionM2dw",0.219,-0.264000001,0.483000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionM3l",0.156,0.169000001,0.013000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionM3mw",-0.027,-0.045999999,0.018999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1ll","dentitionM3dw",-0.067,0.259999999,0.326999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionl2ll",0.205,0.314,0.109
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionl2md",0.269,0.449,0.18
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionP3l",0.047,0.046000002,0.000999998000000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionP3w",0.018,0.047999998,0.029999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionP4l",0.06,0.020999999,0.039000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionP4w",0.165,0.149,0.016
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionM1l",0.096,0.11,0.014
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionM1mw",0.077,0.057999998,0.019000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionM1dw",0.026,-0.034000001,0.060000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionM2l",0.137,0.127999999,0.00900000100000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionM2mw",0.037,-0.042,0.079
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionM2dw",0.155,0.174999999,0.019999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionM3l",0.245,0.199999998,0.045000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionM3mw",0.01,-0.132,0.142
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl1md","dentitionM3dw",0.121,0.446000003,0.325000003
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionl2md",0.421,0.815000001,0.394000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionP3l",0.073,-0.059999998,0.132999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionP3w",0.075,0.151,0.076
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionP4l",-0.019,-0.159999999,0.140999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionP4w",0.121,0.227999999,0.106999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionM1l",0.125,0.286999999,0.161999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionM1mw",-0.151,-0.117000001,0.033999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionM1dw",-0.204,-0.314000001,0.110000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionM2l",0.111,0.112000001,0.001000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionM2mw",-0.17,-0.276,0.106
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionM2dw",-0.05,-0.197999999,0.147999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionM3l",0.123,0.335000001,0.212000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionM3mw",-0.089,-0.085,0.00399999999999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2ll","dentitionM3dw",-0.109,0.241999999,0.350999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionP3l",0.116,0.221000001,0.105000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionP3w",0.1,0.163,0.063
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionP4l",0.144,-0.006,0.15
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionP4w",0.124,0.199000002,0.075000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionM1l",0.165,0.301000001,0.136000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionM1mw",-0.052,-0.093999999,0.041999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionM1dw",-0.095,-0.226,0.131
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionM2l",0.099,0.174,0.075
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionM2mw",-0.033,-0.007,0.026
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionM2dw",0.074,0.167999998,0.093999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionM3l",0.241,0.519999999,0.278999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionM3mw",0.078,0.184,0.106
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionl2md","dentitionM3dw",0.172,0.350000001,0.178000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionP3w",0.272,0.706000002,0.434000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionP4l",0.323,0.917000004,0.594000004
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionP4w",0.263,0.58,0.317
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionM1l",0.274,0.728999997,0.454999997
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionM1mw",0.215,0.384999999,0.169999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionM1dw",0.217,0.248999997,0.031999997
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionM2l",0.286,0.638999999,0.352999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionM2mw",0.041,0.076000003,0.035000003
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionM2dw",0.08,0.158000004,0.078000004
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionM3l",0.22,0.859,0.639
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionM3mw",0.164,0.546,0.382
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3l","dentitionM3dw",0.132,0.731999996,0.599999996
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3w","dentitionP4l",0.301,0.575999999,0.274999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3w","dentitionP4w",0.517,0.999999999,0.482999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3w","dentitionM1l",0.241,0.313,0.072
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3w","dentitionM1mw",0.264,0.357999999,0.093999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3w","dentitionM1dw",0.129,0.050999998,0.078000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3w","dentitionM2l",0.341,0.612000002,0.271000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3w","dentitionM2mw",0.285,0.476999998,0.191999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3w","dentitionM2dw",0.244,0.514,0.27
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3w","dentitionM3l",107,0.436999999,106.563000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3w","dentitionM3mw",0.222,0.469000001,0.247000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP3w","dentitionM3dw",-0.025,-0.024999998,2.00000000241674e-09
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4l","dentitionP4w",0.355,0.556000002,0.201000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4l","dentitionM1l",0.395,0.569000001,0.174000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4l","dentitionM1mw",0.326,0.536000003,0.210000003
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4l","dentitionM1dw",0.323,0.445000001,0.122000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4l","dentitionM2l",0.487,0.728999999,0.241999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4l","dentitionM2mw",0.276,0.468000001,0.192000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4l","dentitionM2dw",0.281,0.474000002,0.193000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4l","dentitionM3l",0.288,0.645999998,0.357999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4l","dentitionM3mw",0.209,0.384000002,0.175000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4l","dentitionM3dw",0.228,0.609999999,0.381999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4w","dentitionM1l",0.343,0.438,0.095
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4w","dentitionM1mw",0.425,0.528000002,0.103000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4w","dentitionM1dw",0.351,0.3458,0.00519999999999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4w","dentitionM2l",0.41,0.533999999,0.123999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4w","dentitionM2mw",0.39,0.58,0.19
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4w","dentitionM2dw",0.306,0.519000002,0.213000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4w","dentitionM3l",0.181,0.432999998,0.251999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4w","dentitionM3mw",0.312,0.577,0.265
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionP4w","dentitionM3dw",0.153,0.133000002,0.019999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1l","dentitionM1mw",0.444,0.591,0.147
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1l","dentitionM1dw",0.472,0.526,0.054
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1l","dentitionM2l",0.702,0.918000002,0.216000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1l","dentitionM2mw",0.359,0.485000001,0.126000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1l","dentitionM2dw",0.278,0.370999998,0.092999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1l","dentitionM3l",0.41,0.744000001,0.334000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1l","dentitionM3mw",0.354,0.628999999,0.274999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1l","dentitionM3dw",0.155,0.253000002,0.098000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1mw","dentitionM1dw",0.672,0.933000002,0.261000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1mw","dentitionM2l",0.445,0.553999999,0.108999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1mw","dentitionM2mw",0.582,0.884999998,0.302999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1mw","dentitionM2dw",0.492,0.760999999,0.268999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1mw","dentitionM3l",0.29,0.544000003,0.254000003
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1mw","dentitionM3mw",0.426,0.769999998,0.343999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1mw","dentitionM3dw",0.204,0.207999997,0.00399999700000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1dw","dentitionM2l",0.428,0.466000001,0.038000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1dw","dentitionM2mw",0.542,0.788999999,0.246999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1dw","dentitionM2dw",0.509,0.737,0.228
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1dw","dentitionM3l",0.168,0.167000002,0.000999998000000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1dw","dentitionM3mw",0.353,0.582999999,0.229999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM1dw","dentitionM3dw",0.223,0.582999999,0.359999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2l","dentitionM2mw",0.487,0.691999999,0.204999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2l","dentitionM2dw",0.416,0.619000002,0.203000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2l","dentitionM3l",0.48,0.947000002,0.467000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2l","dentitionM3mw",0.422,0.672999999,0.250999999
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2l","dentitionM3dw",0.211,0.267000002,0.056000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2mw","dentitionM2dw",0.535,0.819999998,0.284999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2mw","dentitionM3l",0.34,0.624000002,0.284000002
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2mw","dentitionM3mw",0.469,0.880000001,0.411000001
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2mw","dentitionM3dw",0.28,0.913999997,0.633999997
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2dw","dentitionM3l",0.324,0.627999998,0.303999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2dw","dentitionM3mw",0.334,0.522999998,0.188999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM2dw","dentitionM3dw",0.37,0.708999998,0.338999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM3l","dentitionM3mw",0.33,0.607999998,0.277999998
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM3l","dentitionM3dw",0.298,0.519999997,0.221999997
NA,"Hlu2009.243.csv","Papio.hamadryas",NA,"dentitionM3mw","dentitionM3dw",0.303,0.562999999,0.259999999
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","genitalscleritemorphomeasure2.1",0.26,-0.11,0.37
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","genitalscleritemorphomeasure2.2",0.24,-0.75,0.99
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","genitalscleritemorphomeasure2.3",0.28,-0.51,0.79
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","genitalscleritemorphomeasure3.1",0.16,0.07,0.09
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","genitalscleritemorphomeasure3.2",0.25,-0.22,0.47
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","genitalscleritemorphomeasure4.1",0.11,0.28,0.17
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","genitalscleritemorphomeasure4.2",0.16,-0.36,0.52
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","genitalscleritemorphomeasure4.3",0.16,-0.01,0.17
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","genitalscleritemorphomeasure5.1",0.12,-2.34,2.46
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","genitalscleritemorphomeasure5.2",0.17,-0.48,0.65
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","headwidth",0.25,-0.62,0.87
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure1","elytralength",0.29,-2.69,2.98
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure2.1","genitalscleritemorphomeasure2.2",0.38,0.42,0.04
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure2.1","genitalscleritemorphomeasure2.3",0.55,0.72,0.17
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure2.1","genitalscleritemorphomeasure3.1",0.4,0.74,0.34
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure2.1","genitalscleritemorphomeasure3.2",0.33,0.48,0.15
NA,"Hou2005.226.csv","Onthophagus.taurus",NA,"genitalscleritemorphomeasure2.1","genitalscleritemorphomeasure4.1",0.12,-0.43,0.55
